ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,11,0,"R_DUYT0qksHFTqiRz",1,"TRUE",0,,"9/5/23 02:39","9/5/23 02:52",12.53333,752,"9/5/23 02:52",26.753,.4458833,82.169,1.369483,1,53.342,.8890333,,30,12,1,2,4,0,0,1,0,1,0,0,,2,,2,10,5,4,,2,2003,1,2,1,1,1,1,,3,2,1,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,21,0,"R_2pRBTZxtMDrl4GG",1,"TRUE",1,,"4/5/23 07:25","4/5/23 07:43",17.71667,1063,"4/5/23 07:43",48.07,.8011667,306.882,5.1147,3,362.519,6.041984,,30,12,1,2,4,0,0,1,0,1,0,0,,5,,5,8.1,4.1,4,,2,1971,2,4,1,2,1,1,,3,2,1,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_2xIPhBYXx2FKSKf",1,"TRUE",0,,"20/4/23 01:24","20/4/23 01:37",13.73333,824,"20/4/23 01:38",65.414,1.090233,242.728,4.045466,3,118.19,1.969833,,30,12,1,2,4,0,0,1,0,1,0,0,,9,,9,1.1,9,10,,2,1983,2,3,1,2,1,1,,2,3,1,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_R2YKARSTHjAiNK9",1,"TRUE",1,,"19/4/23 08:48","19/4/23 08:55",6.766667,406,"19/4/23 08:55",22.281,.37135,135.003,2.25005,2,60.102,1.0017,,30,12,1,2,4,0,0,1,0,1,0,0,,6.8,,6.8,6.4,3.6,2,,2,2000,1,2,1,1,1,1,,3,1,2,4,,2,1,3,3,3,3,,1,1,2,1,1,1,3
,17,0,"R_2QuJMJW7RP5LCcN",1,"TRUE",1,,"22/5/23 09:50","22/5/23 09:54",4.316667,259,"22/5/23 09:54",46.471,.7745167,12.546,.2091,1,43.018,.7169667,,30,12,1,2,4,0,0,1,0,1,0,0,,7,,7,8.5,.5,3,,1,2001,1,2,1,1,1,2,,2,3,1,4,,1,1,3,3,3,1,,0,1,2,1,1,2,3
,6,1,"R_3fDC5L6njQhsoWd",1,"TRUE",1,,"19/4/23 15:37","19/4/23 15:49",11.61667,697,"19/4/23 15:49",49.465,.8244167,216.201,3.60335,3,94.974,1.5829,,30,12,1,2,4,0,0,1,0,1,0,0,,3.5,,3.5,8,5,2,,2,1983,2,1,2,2,1,1,,2,3,1,4,,2,1,3,3,3,3,,1,1,2,1,1,1,3
,6,1,"R_T0IrEDC9AN9cerL",1,"TRUE",1,,"19/4/23 09:57","19/4/23 10:05",7.783333,467,"19/4/23 10:05",36.048,.6008,210.329,3.505483,3,53.78,.8963333,,30,12,1,2,4,0,0,1,0,1,0,0,,4,,4,7,2.5,5,,2,1989,2,2,1,1,1,1,,3,4,1,2,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_1N8hw7mUcbRoJNX",1,"TRUE",0,,"20/4/23 07:09","20/4/23 07:15",5.95,357,"20/4/23 07:15",21.15,.3525,90.908,1.515133,1,64.218,1.0703,,30,12,1,2,4,0,0,1,0,1,0,0,,3.1,,3.1,9,5,5,,2,1988,2,4,2,2,1,1,,3,2,1,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,16,0,"R_3oGR9jMjleyqGJb",1,"TRUE",1,,"9/5/23 08:24","9/5/23 08:32",8.133333,488,"9/5/23 08:32",79.157,1.319283,149.53,2.492167,2,71.194,1.186567,,30,12,1,2,4,0,0,1,0,1,0,0,,6,,6,7,3.3,3,,2,1998,1,4,1,1,1,1,,2,3,1,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,21,0,"R_1nUbEDmwF5xMWl1",1,"TRUE",1,,"4/5/23 06:14","4/5/23 06:20",6.033333,362,"4/5/23 06:20",17.522,.2920333,56.192,.9365333,1,35.846,.5974333,,30,12,1,2,4,0,0,1,0,1,0,0,,6.3,,6.3,6.1,2,1,,2,2000,1,2,2,2,1,1,,2,3,1,4,,1,3,5,2,2,3,,0,2,1,,0,1,3
,17,0,"R_3lYqDqkHKL1eTkP",1,"TRUE",1,,"19/5/23 05:57","19/5/23 06:07",9.383333,563,"19/5/23 06:07",49.09,.8181667,104.783,1.746383,2,72.721,1.212017,,30,12,1,2,4,0,0,1,0,1,0,0,,5.6,,5.6,5.3,8.8,4,,2,2003,1,2,1,2,1,1,,3,1,2,4,,2,1,5,3,3,3,,1,1,1,1,1,1,1
,20,0,"R_1jKhbrl3n0wYwYd",1,"TRUE",0,,"22/5/23 10:02","22/5/23 10:09",7.133333,428,"22/5/23 10:09",36.238,.6039667,130.337,2.172283,2,36.318,.6053,,31,10,1,2,2,0,0,1,0,0,1,0,,6.4,,6.4,5.5,7.2,4,,2,2004,1,1,1,2,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_1K6F2e0Fhb13X18",1,"TRUE",1,,"19/4/23 09:27","19/4/23 09:51",23.3,1398,"19/4/23 09:51",29.021,.4836833,179.662,2.994367,3,66.795,1.11325,,31,10,1,2,2,0,0,1,0,0,1,0,,5.5,,5.5,4.2,5,5,,2,1999,1,2,1,1,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,3,0,"R_1gdt5BXyTpNodKN",1,"TRUE",0,,"4/5/23 15:48","4/5/23 16:06",17.26667,1036,"4/5/23 16:06",46.938,.7823,138.602,2.310033,2,51.485,.8580834,,31,10,1,2,2,0,0,1,0,0,1,0,,6.5,,6.5,0,5,6,,1,1998,1,4,1,2,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,16,0,"R_2zbtFD0eMskjvZ3",1,"TRUE",0,,"12/5/23 04:49","12/5/23 12:46",476.4167,28585,"12/5/23 12:46",42.948,.7158,256.302,4.2717,3,36.297,.60495,,31,10,1,2,2,0,0,1,0,0,1,0,,4.5,,4.5,4.1,2.4,1,,2,1991,2,7,1,1,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,16,0,"R_3fIWveF9JQjbFLS",1,"TRUE",1,,"9/5/23 06:24","9/5/23 06:31",6.85,411,"9/5/23 06:31",51.466,.8577667,96.393,1.60655,1,58.429,.9738167,,31,10,1,2,2,0,0,1,0,0,1,0,,4,,4,10,4.9,1,,2,2004,1,1,1,2,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,17,0,"R_2ckkwtlJEde0JzA",1,"TRUE",1,,"22/5/23 09:51","22/5/23 10:03",12.05,723,"22/5/23 10:03",91.029,1.51715,193.92,3.232,3,167.892,2.7982,,31,10,1,2,2,0,0,1,0,0,1,0,,7.5,,7.5,5.5,8,9,,2,1977,2,2,1,2,2,2,,3,1,2,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_U9FgyD8KTs6NcOt",1,"TRUE",0,,"22/4/23 07:56","22/4/23 08:04",7.633333,458,"22/4/23 08:04",56.459,.9409834,86.788,1.446467,1,37.835,.6305833,,31,10,1,2,2,0,0,1,0,0,1,0,,5.2,,5.2,5.7,6.1,5,,2,1981,2,1,1,1,1,1,,2,3,1,4,,2,1,5,4,3,1,,1,1,1,1,1,2,3
,4,1,"R_33rL10sLVycpyDo",1,"TRUE",1,,"2/5/23 02:27","2/5/23 02:34",6.6,396,"2/5/23 02:34",54.954,.9159,93.366,1.5561,1,51.933,.86555,,31,10,1,2,2,0,0,1,0,0,1,0,,3.3,,3.3,10,5,4,,1,2003,1,1,1,1,1,1,,2,3,1,4,,2,1,3,4,3,2,,1,1,2,1,1,1,3
,6,1,"R_Y3sAUb28zVdukMh",1,"TRUE",0,,"19/4/23 06:22","19/4/23 06:34",12.25,735,"19/4/23 06:34",61.174,1.019567,247.446,4.1241,3,74.142,1.2357,,31,10,1,2,2,0,0,1,0,0,1,0,,5.6,,5.6,.1,8,7,,1,1976,2,4,2,1,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,1,1,1,1,1,1
,8,0,"R_1nUdyiStzk6Jcvj",1,"TRUE",0,,"11/5/23 07:23","11/5/23 07:27",3.816667,229,"11/5/23 07:27",34.824,.5804,23.225,.3870834,1,34.73,.5788333,,31,10,1,2,2,0,0,1,0,0,1,0,,7.5,,7.5,4,6.5,5,,1,2003,1,2,1,2,1,1,,3,1,2,4,,2,3,3,4,3,3,,1,2,2,1,1,0,3
,17,0,"R_26nkLdsctfqPlt6",1,"TRUE",0,,"22/5/23 02:33","22/5/23 02:43",10.18333,611,"22/5/23 02:43",45.857,.7642833,172.669,2.877817,3,116.551,1.942517,,32,7,1,2,2,0,0,1,0,0,0,0,,7,,7,6,9,6,,2,2002,1,3,1,2,1,1,,1,3,2,4,,2,1,5,3,3,1,,1,1,1,1,1,2,3
,8,0,"R_1jAGEXdqz36hHDf",1,"TRUE",0,,"15/5/23 03:22","15/5/23 03:29",7,420,"15/5/23 03:30",14.319,.23865,44.649,.74415,1,74.468,1.241133,,32,7,1,2,2,0,0,1,0,0,0,0,,3.6,,3.6,8.3,5.5,4,,1,1995,2,4,2,2,1,1,,3,1,2,4,,2,1,5,5,3,1,,1,1,1,2,1,2,3
,17,0,"R_2tGr6HkpE1pEr0M",1,"TRUE",0,,"22/5/23 09:50","22/5/23 09:58",8.066667,484,"22/5/23 09:58",65.941,1.099017,131.44,2.190667,2,65.003,1.083383,,32,7,1,2,2,0,0,1,0,0,0,0,,3.8,,3.8,4.5,3,2,,2,2003,1,2,1,2,1,1,,2,3,1,4,,2,1,5,3,3,2,,1,1,1,1,1,1,1
,18,1,"R_1LHW4dWfRerDx2P",1,"TRUE",1,,"24/4/23 12:56","24/4/23 13:00",4.15,249,"24/4/23 13:00",29.302,.4883667,37.133,.6188833,1,54.964,.9160667,,32,7,1,2,2,0,0,1,0,0,0,0,,4.5,,4.5,4,2.2,1,,2,1992,2,4,1,2,1,1,,2,3,1,4,,2,3,3,5,3,2,,1,2,2,2,1,1,3
,8,0,"R_1GPpTI0ioJItGP1",1,"TRUE",1,,"11/5/23 02:52","11/5/23 03:02",10.21667,613,"11/5/23 03:02",44.59,.7431667,185.011,3.083517,3,71.451,1.19085,,32,7,1,2,2,0,0,1,0,0,0,0,,6.5,,6.5,1.5,5,4,,2,2002,1,3,1,2,1,1,,2,3,1,4,,2,1,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_1rACQr6uUk3Vcvh",1,"TRUE",0,,"19/4/23 11:41","19/4/23 11:47",5.6,336,"19/4/23 11:47",55.499,.9249833,50.341,.8390167,1,53.017,.8836166,,32,7,1,2,2,0,0,1,0,0,0,0,,4,,4,10,5,3,,2,1982,2,4,1,2,1,1,,2,3,1,4,,2,1,3,3,3,2,,1,1,2,1,1,1,3
,8,0,"R_2P6WJKK1iUAI5h8",1,"TRUE",1,,"14/5/23 05:14","14/5/23 05:22",8.233334,494,"14/5/23 05:22",47.626,.7937667,142.052,2.367533,2,53.61,.8935,,32,7,1,2,2,0,0,1,0,0,0,0,,6.5,,6.5,7,4,3,,2,2000,1,4,1,2,1,1,,2,3,1,4,,2,1,5,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_3h4kqzhRdWgSOdu",1,"TRUE",1,,"19/4/23 06:11","19/4/23 06:19",7.883333,473,"19/4/23 06:19",23.494,.3915667,75.76,1.262667,1,51.248,.8541334,,33,11,4,3,7,0,1,0,1,1,1,1,,8.5,8.5,,0,7.5,7,,2,2001,1,2,1,2,1,1,,2,3,1,4,,2,5,3,4,2,1,,1,1,2,1,1,2,3
,8,0,"R_7VSQL5vuEnIkvfz",1,"TRUE",0,,"11/5/23 03:45","11/5/23 03:51",6.15,369,"11/5/23 03:51",36.327,.60545,104.986,1.749767,2,46.922,.7820333,,33,11,4,3,7,0,1,0,1,1,1,1,,9,9,,0,9.5,9,,1,2003,1,2,1,2,1,1,,1,3,2,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_3PgD0eEpKkUrOuZ",1,"TRUE",0,,"22/4/23 13:55","22/4/23 14:12",17.35,1041,"22/4/23 14:12",101.387,1.689783,271.81,4.530167,3,53.832,.8972,,33,11,4,3,7,0,1,0,1,1,1,1,,9.2,9.2,,0,10,10,,2,1990,2,4,1,2,2,2,,3,2,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_2TYObOHIB83kBQL",1,"TRUE",0,,"23/5/23 08:46","23/5/23 08:52",6.683333,401,"23/5/23 08:52",10.602,.1767,135.395,2.256583,2,28.5,.475,,33,11,4,3,7,0,1,0,1,1,1,1,,10,10,,0,10,10,,2,2002,1,3,1,1,1,1,,3,2,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_1eKLFnJR7IjN8GZ",1,"TRUE",0,,"22/5/23 02:33","22/5/23 02:42",8.55,513,"22/5/23 02:42",62.678,1.044633,130.152,2.1692,2,87.359,1.455983,,33,11,4,3,7,0,1,0,1,1,1,1,,9.5,9.5,,.1,5,8,,2,2002,1,3,1,2,1,1,,3,1,2,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,11,0,"R_2PokoQ8rxqfr6tX",1,"TRUE",0,,"9/5/23 06:33","9/5/23 06:41",7.633333,458,"9/5/23 06:41",39.177,.65295,115.141,1.919017,2,59.746,.9957666,,33,11,4,3,7,0,1,0,1,1,1,1,,10,10,,0,9.5,10,,2,2004,1,1,1,2,1,1,,2,3,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,8,0,"R_PYAmnmb097GUTTj",1,"TRUE",0,,"11/5/23 15:35","11/5/23 15:41",6.033333,362,"11/5/23 15:41",43.035,.71725,63.748,1.062467,1,42.75,.7125,,33,11,4,3,7,0,1,0,1,1,1,1,,9.4,9.4,,1,8.5,8,,1,1999,1,3,1,2,1,1,,3,2,1,4,,2,5,5,4,2,3,,1,1,0,1,1,1,3
,22,0,"R_73QYjNOV3VeaiTT",1,"TRUE",0,,"2/5/23 08:53","2/5/23 09:02",9.1,546,"2/5/23 09:02",110.181,1.83635,166.351,2.772517,3,31.001,.5166833,,33,11,4,3,7,0,1,0,1,1,1,1,,9.3,9.3,,0,10,9,,2,2000,1,4,2,2,1,1,,3,2,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_1q8N9dSL8SqOxRG",1,"TRUE",1,,"22/5/23 09:50","22/5/23 09:57",6.9,414,"22/5/23 09:57",49.273,.8212166,113.242,1.887367,2,58.604,.9767333,,33,11,4,3,7,0,1,0,1,1,1,1,,7,7,,0,8.5,6,,2,2003,1,2,1,1,1,1,,2,3,1,4,,2,5,3,4,2,3,,1,1,2,1,1,1,3
,8,0,"R_2RPvUqZCwW8Yyk8",1,"TRUE",0,,"14/5/23 07:18","14/5/23 07:30",11.56667,694,"14/5/23 07:30",45.401,.7566833,178.184,2.969733,3,85.183,1.419717,,33,11,4,3,7,0,1,0,1,1,1,1,,9.5,9.5,,0,7.5,8,,1,1999,1,4,1,1,1,1,,3,2,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_279Ce4BVscod1C0",1,"TRUE",1,,"20/4/23 04:07","20/4/23 04:13",5.816667,349,"20/4/23 04:13",36.532,.6088667,136.274,2.271233,2,41.201,.6866834,,33,11,4,3,7,0,1,0,1,1,1,1,,9.2,9.2,,0,8,9,,2,1996,2,4,1,2,1,1,,2,3,1,4,,2,5,4,4,2,3,,1,1,1,1,1,1,1
,18,1,"R_2cd5oaGwPswHy0G",1,"TRUE",1,,"24/4/23 12:48","24/4/23 12:58",10.68333,641,"24/4/23 12:58",29.475,.49125,179.655,2.99425,3,77.466,1.2911,,34,11,4,3,7,0,1,0,1,1,0,1,,8.3,8.3,,0,8.7,8,,1,1996,2,4,1,2,1,1,,3,2,1,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_1mjXyptCTGD02Wi",1,"TRUE",0,,"22/4/23 03:03","22/4/23 03:05",2.766667,166,"22/4/23 03:05",7.045,.1174167,8.242,.1373667,1,10.257,.17095,,34,11,4,3,7,0,1,0,1,1,0,1,,7.3,7.3,,4.9,7,7,,1,2001,1,1,2,1,1,1,,2,3,1,4,,2,3,2,3,2,1,,1,2,0,1,1,2,3
,8,0,"R_3Rr35P42Ogu8aIy",1,"TRUE",0,,"11/5/23 06:17","11/5/23 06:27",9.216666,553,"11/5/23 06:27",32.861,.5476834,94.569,1.57615,1,53.468,.8911333,,34,11,4,3,7,0,1,0,1,1,0,1,,10,10,,3.5,9.5,9,,2,2000,1,5,1,2,1,1,,2,1,3,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_2trgWqdeoAYxFEH",1,"TRUE",0,,"11/5/23 04:07","11/5/23 04:14",6.95,417,"11/5/23 04:14",42.176,.7029333,92.594,1.543233,1,47.936,.7989333,,34,11,4,3,7,0,1,0,1,1,0,1,,9.8,9.8,,3,10,7,,2,2003,1,1,1,2,1,1,,1,3,2,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,15,0,"R_PMqcJHnSBhyqbZv",1,"TRUE",1,,"25/5/23 05:47","25/5/23 06:04",16.83333,1010,"25/5/23 06:04",524.799,8.74665,143.934,2.3989,2,40.2,.67,,34,11,4,3,7,0,1,0,1,1,0,1,,8.5,8.5,,2.5,10,8,,2,2002,1,3,1,2,1,1,,2,3,1,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_3k4UvkrNyyFXyZH",1,"TRUE",1,,"15/5/23 14:34","15/5/23 14:41",7.35,441,"15/5/23 14:41",24.686,.4114333,144.949,2.415817,2,62.451,1.04085,,34,11,4,3,7,0,1,0,1,1,0,1,,10,10,,0,8.1,9,,1,1996,2,4,2,2,2,2,,2,1,3,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_271h1XuOJAULdoB",1,"TRUE",1,,"11/5/23 17:18","11/5/23 17:30",11.91667,715,"11/5/23 17:30",67.026,1.1171,320.514,5.3419,3,60.74,1.012333,,34,11,4,3,7,0,1,0,1,1,0,1,,9.8,9.8,,1.6,9.2,5,,1,2002,1,3,1,1,1,1,,3,2,1,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,16,0,"R_2SdY9kYgKMjpvd4",1,"TRUE",0,,"9/5/23 06:19","9/5/23 06:25",5.516667,331,"9/5/23 06:25",17.994,.2999,23.294,.3882333,1,51.574,.8595667,,34,11,4,3,7,0,1,0,1,1,0,1,,9.3,9.3,,4.9,6.1,1,,2,2001,1,4,1,2,1,1,,3,2,1,4,,2,5,3,3,2,3,,1,1,2,1,1,1,3
,17,0,"R_WrgyqRLlMaJVnod",1,"TRUE",0,,"19/5/23 05:47","19/5/23 05:57",9.133333,548,"19/5/23 05:57",94.67,1.577833,174.504,2.9084,3,75.576,1.2596,,34,11,4,3,7,0,1,0,1,1,0,1,,9,9,,5,9.5,7,,1,2002,1,3,1,1,1,2,,2,3,1,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_1GZdkAMwebtOsLi",1,"TRUE",1,,"19/5/23 05:43","19/5/23 05:53",10.05,603,"19/5/23 05:53",65.684,1.094733,144.502,2.408367,2,118.141,1.969017,,34,11,4,3,7,0,1,0,1,1,0,1,,10,10,,1,8,2,,1,1994,2,3,1,2,1,1,,3,1,2,4,,2,5,4,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_2SIESqJEDeCBz68",1,"TRUE",1,,"19/4/23 09:19","19/4/23 09:25",5.466667,328,"19/4/23 09:25",21.224,.3537334,87.7,1.461667,1,32.142,.5357,,34,11,4,3,7,0,1,0,1,1,0,1,,9.3,9.3,,.5,10,8,,2,1999,1,4,1,2,1,2,,2,3,1,4,,2,5,4,3,2,1,,1,1,1,1,1,2,3
,6,1,"R_1ISp1jIQ8NodaXo",1,"TRUE",1,,"20/4/23 06:31","20/4/23 06:39",8.533334,512,"20/4/23 06:39",60.265,1.004417,145.917,2.43195,2,53.201,.8866833,,35,13,4,3,5,0,1,0,1,0,1,1,,9,9,,0,10,9,,2,1987,2,4,2,2,1,1,,1,2,3,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,8,0,"R_3GBZwHMynxPpud9",1,"TRUE",1,,"11/5/23 10:28","11/5/23 11:25",56.78333,3407,"11/5/23 11:25",33.327,.55545,49.231,.8205166,1,23.823,.39705,,35,13,4,3,5,0,1,0,1,0,1,1,,9.5,9.5,,9.4,8,9,,2,2001,1,4,1,2,1,1,,4,2,1,3,,2,5,3,4,2,3,,1,1,2,1,1,0,3
,3,0,"R_2ysCFRF9Cu4lLwK",1,"TRUE",0,,"2/5/23 03:41","2/5/23 03:47",6.266667,376,"2/5/23 03:47",30.772,.5128667,115.642,1.927367,2,54.515,.9085833,,35,13,4,3,5,0,1,0,1,0,1,1,,9,9,,.2,8.5,8,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_1PRardkZYpVrj4d",1,"TRUE",1,,"19/4/23 09:52","19/4/23 09:58",5.983333,359,"19/4/23 09:58",33.603,.56005,117.848,1.964133,2,35.233,.5872167,,35,13,4,3,5,0,1,0,1,0,1,1,,9,9,,.3,10,9,,2,1987,2,4,1,2,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,8,0,"R_XHVL4eHVxfyauCB",1,"TRUE",1,,"11/5/23 08:53","11/5/23 09:07",14.13333,848,"11/5/23 09:07",94.428,1.5738,140.135,2.335583,2,84.328,1.405467,,35,13,4,3,5,0,1,0,1,0,1,1,,9,9,,0,10,3,,2,1992,2,5,2,2,1,1,,3,2,1,4,,2,4,4,4,2,2,,1,0,1,1,1,1,3
,6,1,"R_1IcI46Dvn1jLZ28",1,"TRUE",0,,"19/4/23 10:00","19/4/23 10:15",15.28333,917,"19/4/23 10:15",105.785,1.763083,125.555,2.092583,2,61.324,1.022067,,35,13,4,3,5,0,1,0,1,0,1,1,,8.5,8.5,,0,9,7,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,17,0,"R_1GO3W5aG8AUrhS1",1,"TRUE",0,,"21/5/23 16:07","21/5/23 16:14",7.35,441,"21/5/23 16:14",41.561,.6926833,85.248,1.4208,1,52.792,.8798667,,35,13,4,3,5,0,1,0,1,0,1,1,,9.7,9.7,,0,5,8,,2,2003,1,2,1,1,1,1,,2,3,1,4,,2,1,4,4,2,3,,1,0,1,1,1,0,3
,7,0,"R_2pXma1LtLG1KIGa",1,"TRUE",0,,"21/5/23 06:12","21/5/23 06:17",5.15,309,"21/5/23 06:17",30.472,.5078667,101.512,1.691867,2,39.297,.65495,,35,13,4,3,5,0,1,0,1,0,1,1,,8.3,8.3,,1.2,7.4,6,,2,2001,1,4,1,2,1,1,,2,4,1,3,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,3,0,"R_2WPtvjijDayXo7n",1,"TRUE",0,,"2/5/23 11:13","2/5/23 11:20",6.533333,392,"2/5/23 11:20",24.708,.4118,100.2,1.67,1,63.761,1.062683,,35,13,4,3,5,0,1,0,1,0,1,1,,10,10,,.1,9,4,,2,2002,1,3,1,1,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,14,0,"R_246IMwMUuFnXivD",1,"TRUE",1,,"10/5/23 08:23","10/5/23 08:35",12.31667,739,"10/5/23 08:35",28.34,.4723333,25.14,.419,1,20.548,.3424667,,35,13,4,3,5,0,1,0,1,0,1,1,,8,8,,.8,10,7,,2,1999,1,5,1,2,1,1,,4,3,2,1,,2,5,3,4,2,1,,1,1,2,1,1,2,3
,6,1,"R_322Smt7q4OkFzFm",1,"TRUE",0,,"19/4/23 10:51","19/4/23 11:00",8.95,537,"19/4/23 11:00",38.725,.6454166,160.184,2.669734,3,42.519,.70865,,35,13,4,3,5,0,1,0,1,0,1,1,,8.7,8.7,,0,10,10,,2,1968,2,1,1,2,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,11,0,"R_BG51LlA3scih7Al",1,"TRUE",1,,"9/5/23 02:50","9/5/23 03:00",9.216666,553,"9/5/23 03:00",52.361,.8726833,113.88,1.898,2,78.737,1.312283,,35,13,4,3,5,0,1,0,1,0,1,1,,10,10,,0,10,10,,2,1995,2,7,1,2,1,1,,1,2,3,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_3MFGZ7WGSt4vtcT",1,"TRUE",0,,"19/4/23 15:57","19/4/23 16:31",33.61666,2017,"19/4/23 16:31",255.986,4.266433,,,,67.625,1.127083,,35,13,4,3,5,0,1,0,1,0,1,1,,10,10,,0,9,9,,1,1996,2,1,2,2,1,1,,2,3,1,4,,2,5,4,4,2,2,,1,1,1,1,1,1,1
,3,0,"R_9tofxAOejijlH3j",1,"TRUE",1,,"1/5/23 12:43","1/5/23 13:20",36.61666,2197,"1/5/23 13:20",43.409,.7234833,,,,85.16,1.419333,,36,11,4,3,5,0,1,0,1,0,0,1,,9,9,,1.5,8.5,9,,2,2004,1,1,1,1,1,1,,2,3,1,4,,2,5,4,3,2,2,,1,1,1,1,1,1,1
,3,0,"R_1pEaZa0UHeVOb17",1,"TRUE",0,,"3/5/23 05:54","3/5/23 06:04",10.46667,628,"3/5/23 06:04",12.289,.2048167,104.962,1.749367,2,79.319,1.321983,,36,11,4,3,5,0,1,0,1,0,0,1,,8.5,8.5,,2.9,8.5,8,,2,1999,1,4,1,1,2,2,,1,3,2,4,,2,5,3,3,1,2,,1,1,2,1,2,1,3
,17,0,"R_1pyfZ6cxE0hhvk0",1,"TRUE",0,,"22/5/23 09:49","22/5/23 09:57",7.583333,455,"22/5/23 09:57",94.552,1.575867,127.839,2.13065,2,52.019,.8669834,,36,11,4,3,5,0,1,0,1,0,0,1,,9,9,,.2,9,7,,2,2003,1,2,1,2,1,1,,2,4,1,3,,2,5,1,5,2,2,,1,1,0,2,1,1,3
,17,0,"R_31phFm9m46yXagv",1,"TRUE",0,,"22/5/23 02:35","22/5/23 02:50",14.38333,863,"22/5/23 02:50",94.085,1.568083,355.245,5.92075,3,48.024,.8004,,36,11,4,3,5,0,1,0,1,0,0,1,,7.5,7.5,,0,9,9,,2,2002,1,3,1,1,1,1,,2,3,1,4,,2,5,3,3,2,2,,1,1,2,1,1,1,3
,4,1,"R_2vkxw5iFAXtIGYR",1,"TRUE",0,,"27/4/23 11:51","27/4/23 12:09",18.06667,1084,"27/4/23 12:09",46.033,.7672167,178.823,2.980383,3,77.333,1.288883,,36,11,4,3,5,0,1,0,1,0,0,1,,10,10,,.1,9.6,7,,2,1995,2,4,1,1,1,1,,3,2,1,4,,2,5,5,3,2,3,,1,1,0,1,1,0,3
